uniprot_id	ncbi_gene	gene_name	gene_description	gene_aliases	pmid	year	in_title	fraction_mentions	total_genes	journal	full_text	title
Q5T1N1	254268	AKNAD1	AKNA domain containing 1	C1orf62	26292654	2015	True	0.3134	17	Sci Rep	True	CNV Analysis Associates AKNAD1 with Type-2 Diabetes in Jordan Subpopulations
Q49A92	116328	C8orf34	chromosome 8 open reading frame 34	VEST-1, VEST1	22664479	2013	False	0.3333	3	Pharmacogenomics J	False	A genome-wide association study for irinotecan-related severe toxicities in patients with advanced non-small-cell lung cancer.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	32769326	2020	True	1.0	1	Indian J Pathol Microbiol	False	Role of epithelial - Stromal interaction protein-1 expression in breast cancer.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	36330510	2022	True	0.625	16	Front Immunol	True	EPSTI1 as an immune biomarker predicts the prognosis of patients with stage III colon cancer
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	39083969	2024	True	0.5833	4	Biochem Biophys Res Commun	False	EPSTI1 promotes osteoclast differentiation and bone resorption by PKR/NF-kappaB signaling.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	35778487	2023	True	0.5714	4	Acta Pharmacol Sin	False	EPSTI1 promotes monocyte adhesion to endothelial cells in vitro via upregulating VCAM-1 and ICAM-1 expression.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	38617055	2024	True	0.5354	6	Int J Gen Med	True	The Combination of circEPSTI1 and MIF Offers Diagnostic Value for Endometrial Cancer
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	38507132	2024	True	0.4615	15	Clin Rheumatol	False	Identification of EPSTI1 as a new potential biomarker for SLE based on GEO database.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	33534779	2021	True	0.4327	29	Aging (Albany NY)	True	Circular RNA circEPSTI1 accelerates cervical cancer progression via miR-375/409-3P/515-5p-SLC7A11 axis
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	32826876	2020	True	0.3753	31	Cell Death Dis	True	The circEPSTI1/mir-942-5p/LTBP2 axis regulates the progression of OSCC in the background of OSF via EMT and the PI3K/Akt/mTOR pathway
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	32114510	2020	True	0.35	5	Ann Rheum Dis	False	Elevated EPSTI1 promote B cell hyperactivation through NF-kappaB signalling in patients with primary Sjogren's syndrome.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	34738627	2022	True	0.3494	57	Oncol Rep	True	Contrasting functions of the epithelial-stromal interaction 1 gene, in human oral and lung squamous cell cancers
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	35527663	2022	True	0.3333	7	Allergol Immunopathol (Madr)	False	Knockdown of EPSTI1 alleviates lipopolysaccharide-induced inflammatory injury through regulation of NF-kappaB signaling in a cellular pneumonia model.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	37533139	2023	True	0.3333	12	Thorac Cancer	True	Sevoflurane suppresses the malignant progression of breast cancer via the hsa_circ_0000129/miR-578/EPSTI1 axis
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	38993551	2024	True	0.3077	4	Int J Biol Sci	False	Epsti1 Regulates the Inflammatory Stage of Early Muscle Regeneration through STAT1-VCP Interaction.
Q96J88	94240	EPSTI1	epithelial stromal interaction 1	BRESI1	33970103	2021	False	0.319	48	Elife	True	KSR1- and ERK-dependent translational regulation of the epithelial-to-mesenchymal transition
Q86VS3	64799	IQCH	IQ motif containing H	NYDSP5	20684327	2010	True	0.875	2	Zhonghua Nan Ke Xue	False	[Construction of eukaryotic vector of small hairpin interfering RNA against NYD-SP5].
Q86VS3	64799	IQCH	IQ motif containing H	NYDSP5	37520705	2023	True	0.3676	23	iScience	True	Identification of IQCH as a calmodulin-associated protein required for sperm motility in humans
Q86VS3	64799	IQCH	IQ motif containing H	NYDSP5	18491143	2008	False	0.5	2	Hum Genet	True	Genome-wide association analysis with selective genotyping identifies candidate loci for adult height at 8q21.13 and 15q22.33-q23 in Mongolians
Q86VS3	64799	IQCH	IQ motif containing H	NYDSP5	37898914	2023	False	0.3333	3	Biochem Genet	False	A Cuproptosis-Related LncRNA Risk Model for Predicting Prognosis and Immunotherapeutic Efficacy in Patients with Hepatocellular Carcinoma.
Q6PGQ1	51233	DRICH1	aspartate rich 1	C22orf43, KB-208E9.1	30970261	2019	False	0.5	3	Cell Rep	False	Essential Gene Profiles for Human Pluripotent Stem Cells Identify Uncharacterized Genes and Substrate Dependencies.
A5PLN7	25854	FAM149A	family with sequence similarity 149 member A	MST119, MSTP119	34303830	2021	True	0.6667	3	Free Radic Biol Med	False	Whole exome sequencing identified FAM149A as a plausible causative gene for congenital hereditary endothelial dystrophy, affecting Nrf2-Antioxidant signaling upon oxidative stress.
A5PLN7	25854	FAM149A	family with sequence similarity 149 member A	MST119, MSTP119	26600424	2015	False	1.0	1	High Alt Med Biol	False	A Preliminary Genome-Wide Association Study of Acute Mountain Sickness Susceptibility in a Group of Nepalese Pilgrims Ascending to 4380 m.
Q8NCX0	284992	CCDC150	coiled-coil domain containing 150		38420580	2024	True	0.4183	26	Research (Wash D C)	True	Gradient Rotating Magnetic Fields Impairing F-Actin-Related Gene CCDC150 to Inhibit Triple-Negative Breast Cancer Metastasis by Inactivating TGF-beta1/SMAD3 Signaling Pathway
Q8NCX0	284992	CCDC150	coiled-coil domain containing 150		32915338	2020	False	0.5	2	Metabolomics	False	An integrated omics approach to investigate summer mortality of New Zealand Greenshell  mussels.
Q13069	2577	GAGE5	G antigen 5	CT4.5	19211183	2009	True	1.0	1	Exp Hematol	False	Frequency and prognostic relevance of cancer testis antigen 45 expression in multiple myeloma.
Q13069	2577	GAGE5	G antigen 5	CT4.5	34510754	2021	True	0.8571	2	Small	False	Reduction-Sensitive Fluorinated-Pt(IV) Universal Transfection Nanoplatform Facilitating CT45-Targeted CRISPR/dCas9 Activation for Synergistic and Individualized Treatment of Ovarian Cancer.
Q13069	2577	GAGE5	G antigen 5	CT4.5	30241606	2018	True	0.8571	2	Cell	False	Multi-level Proteomics Identifies CT45 as a Chemosensitivity Mediator and Immunotherapy Target in Ovarian Cancer.
Q13069	2577	GAGE5	G antigen 5	CT4.5	23758873	2013	True	0.5498	25	Cell Commun Signal	True	Down-regulation of the cancer/testis antigen 45 (CT45) is associated with altered tumor cell morphology, adhesion and migration
Q32NC0	83608	C18orf21	chromosome 18 open reading frame 21	HsT3108, PNAS-124, PNAS-131, XTP13	40027791	2025	False	0.5	2	bioRxiv	False	Composition and RNA binding specificity of metazoan RNase MRP.
Q13070	2578	GAGE6	G antigen 6	CT4.6	28810637	2017	True	0.3636	2	Exp Ther Med	False	Binding of LINE-1 RNA to PSF transcriptionally promotes GAGE6 and regulates cell proliferation and tumor formation in vitro.
P0DTW1	2543	GAGE1 {ECO:0000312|HGNC:HGNC:4098}	G antigen 1	CT4.1, CT4.4, GAGE-1, GAGE-4, GAGE4	30297572	2018	True	1.0	1	Niger J Clin Pract	False	Cancer-testis antigen GAGE-1 expression and serum immunoreactivity in hepatocellular carcinoma.
P0DTW1	2543	GAGE1 {ECO:0000312|HGNC:HGNC:4098}	G antigen 1	CT4.1, CT4.4, GAGE-1, GAGE-4, GAGE4	37120773	2023	True	0.7	2	Arch Toxicol	False	Dimeric oxyberberine CT4-1 targets LINC02331 to induce cytotoxicity and inhibit chemoresistance via suppressing Wnt/beta-catenin signaling in hepatocellular carcinoma.
P0DTW1	2543	GAGE1 {ECO:0000312|HGNC:HGNC:4098}	G antigen 1	CT4.1, CT4.4, GAGE-1, GAGE-4, GAGE4	30103946	2018	True	0.4545	2	Biochem Biophys Res Commun	False	Upregulated circular RNA circ_0016760 indicates unfavorable prognosis in NSCLC and promotes cell progression through miR-1287/GAGE1 axis.
P0DTW1	2543	GAGE1 {ECO:0000312|HGNC:HGNC:4098}	G antigen 1	CT4.1, CT4.4, GAGE-1, GAGE-4, GAGE4	29577858	2017	True	0.3333	8	Curr Mol Med	False	Expression and Prognostic Relevance of GAGE1 and XAGE1 Cancer/Testis Antigens in Head and Neck Squamous Cell Carcinoma.
P0DTW1	2543	GAGE1 {ECO:0000312|HGNC:HGNC:4098}	G antigen 1	CT4.1, CT4.4, GAGE-1, GAGE-4, GAGE4	25171478	2014	False	1.0	1	Cancer Biomark	False	Survey of autoantibody responses against tumor-associated antigens in thyroid cancer.
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	38494740	2024	False	1.0	1	Angew Chem Int Ed Engl	False	Reticular Modulation of Piezofluorochromic Behaviors in Organic Molecular Cages by Replacing Non-Luminous Components.
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	38785321	2024	False	1.0	1	J Am Chem Soc	False	Self-Assembly of a Water-Soluble Pd16 Square Bicupola Architecture and Its Use in Aerobic Oxidation in Aqueous Medium.
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	38509092	2024	False	0.9167	2	Nat Commun	True	Sub-8 nm networked cage nanofilm with tunable nanofluidic channels for adaptive sieving
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	38914009	2024	False	0.8947	2	J Am Chem Soc	True	Enzyme-like Acyl Transfer Catalysis in a Bifunctional Organic Cage
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	36264645	2022	False	0.8889	2	Angew Chem Int Ed Engl	True	Host Spin-Crossover Thermodynamics Indicate Guest Fit
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	33508195	2021	False	0.8679	2	Nano Lett	True	Kinetics of Toehold-Mediated DNA Strand Displacement Depend on FeII4L4 Tetrahedron Concentration
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	35581269	2022	False	0.7736	3	Sci Rep	True	Characterising the unity and diversity of executive functions in a within-subject fMRI study
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	36892602	2023	False	0.65	3	Chirurgie (Heidelb)	True	Was muss der Allgemein- und Viszeralchirurg von der onkologisch ausgerichteten Strahlentherapie wissen?
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	37673872	2023	False	0.6454	14	Nat Commun	True	A fungal sesquiterpene biosynthesis gene cluster critical for mutualist-pathogen transition in Colletotrichum tofieldiae
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	35413901	2022	False	0.6	2	BMC Urol	True	Computed tomography urography with corticomedullary phase can exclude urinary bladder cancer with high accuracy
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	32791832	2020	False	0.5849	2	J Am Chem Soc	True	Improving Fatigue Resistance of Dihydropyrene by Encapsulation within a Coordination Cage
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	32224996	2020	False	0.5	2	Micromachines (Basel)	True	Free-Form and Deformable Energy Storage as a Forerunner to Next-Generation Smart Electronics
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	35769354	2020	False	0.5	2	Korean J Transplant	True	Double trouble: concurrent cytomegalovirus and BK polyomavirus infections in a patient who underwent kidney transplantation
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	39496078	2024	False	0.4828	2	J Am Chem Soc	True	Double-Bridging Increases the Stability of Zinc(II) Metal-Organic Cages
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	36697669	2022	False	0.4135	2	Commun Chem	True	Encapsulation within a coordination cage modulates the reactivity of redox-active dyes
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	38383478	2024	False	0.3631	2	Nat Commun	True	Smart touchless human-machine interaction based on crystalline porous cages
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	35289007	2022	False	0.3631	21	Plant J	True	 CAGEs are Golgi-localized GT31 enzymes involved in cellulose biosynthesis in Arabidopsis
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	34993495	2021	False	0.3514	4	Curr Res Food Sci	True	Dry heat treatment induced the gelatinization, rheology and gel properties changes of chestnut starch
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	34825935	2021	False	0.3333	2	Urologe A	True	Lokal fortgeschrittene oder oligometastasierte Blasenkarzinome - Stellenwert der Lokaltherapie von Primartumor und Metastasen
Q8TC20	285782	CAGE1	cancer antigen 1	CT3, CT95, CTAG3, bA69L16.7	38251101	2024	False	0.3288	3	Nanomaterials (Basel)	True	Development of TiO2-CaCO3 Based Composites as an Affordable Building Material for the Photocatalytic Abatement of Hazardous NOx from the Environment
A6NGK3	102724473	GAGE10	G antigen 10	GAGE-10	20872948	2010	False	0.3333	5	J Surg Oncol	False	Identification of novel gastric cancer-associated CNVs by integrated analysis of microarray.
Q8N6F8	155368	METTL27 {ECO:0000312|HGNC:HGNC:19068}	methyltransferase like 27	WBSCR27	35527484	2022	True	1.0	1	Nan Fang Yi Ke Da Xue Xue Bao	False	[METTL27 is a prognostic biomarker of colon cancer and associated with immune invasion].
Q8N6F8	155368	METTL27 {ECO:0000312|HGNC:HGNC:19068}	methyltransferase like 27	WBSCR27	35782865	2022	True	0.5251	22	Front Mol Biosci	True	Williams-Beuren Syndrome Related Methyltransferase WBSCR27: From Structure to Possible Function
Q8N6F8	155368	METTL27 {ECO:0000312|HGNC:HGNC:19068}	methyltransferase like 27	WBSCR27	38992624	2024	False	0.3125	4	BMC Genomics	True	Genome-wide analysis of histone modifications can contribute to the identification of candidate cis-regulatory regions in the threespine stickleback fish
F5H4B4	646851	FAM227A	family with sequence similarity 227 member A		38410974	2024	True	0.3718	25	J Biomed Res	True	Genetic variant in a BaP-activated super-enhancer increases prostate cancer risk by promoting AhR-mediated FAM227A expression
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	22825356	2012	True	0.8824	2	Int J Oncol	False	Loss of HITS (FAM107B) expression in cancers of multiple organs: tissue microarray analysis.
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	28675500	2017	True	0.6087	2	Cell Biol Int	False	FAM107B is regulated by S100A4 and mediates the effect of S100A4 on the proliferation and migration of MGC803 gastric cancer cells.
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	37387443	2023	True	0.5625	3	Int J Oncol	False	Deactivation of glycogen synthase kinase-3beta by heat shock-inducible tumor small protein attenuates hyperthermia-induced pro-migratory activity in colorectal cancer cells.
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	20664927	2010	True	0.5556	5	Int J Oncol	False	Induction of HITS, a newly identified family with sequence similarity 107 protein (FAM107B), in cancer cells by heat shock stimulation.
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	22917900	2012	False	1.0	1	Yi Chuan	False	[DNA-binding profiles of mammalian transcription factors].
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	20438654	2010	False	0.9231	3	BMC Bioinformatics	True	Detection of gene orthology from gene co-expression and protein interaction networks
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	24049638	2013	False	0.75	2	F1000Prime Rep	True	DNA sequencing methods in human genetics and disease research
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	34502110	2021	False	0.6966	13	Int J Mol Sci	True	High-Throughput Selection and Characterisation of Aptamers on Optical Next-Generation Sequencers
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	37693313	2023	False	0.6667	2	Front Genet	True	A multi-threaded approach to genotype pattern mining for detecting digenic disease genes
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	34056172	2021	False	0.6	2	ACS Omega	True	Study of the Molecular-Weight Distribution of Binder Pitches for Carbon Blocks
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	24748967	2014	False	0.3876	12	Biomed Rep	True	Family with sequence similarity 107: A family of stress responsive small proteins with diverse functions in cancer and the nervous system (Review)
Q9H098	83641	FAM107B {ECO:0000312|HGNC:HGNC:23726}	family with sequence similarity 107 member B	C10orf45, HITS	29846699	2018	False	0.3158	34	Nucleic Acids Res	True	Computational analysis of ribonomics datasets identifies long non-coding RNA targets of gamma-herpesviral miRNAs
P0CW24	84968	PNMA6A {ECO:0000312|HGNC:HGNC:28248}	PNMA family member 6A	MA6, PNMA6, PNMA6C	27225868	2016	False	1.0	1	J Proteome Res	False	JUMPg: An Integrative Proteogenomics Pipeline Identifying Unannotated Proteins in Human Brain and Cancer Cells.
P0CW24	84968	PNMA6A {ECO:0000312|HGNC:HGNC:28248}	PNMA family member 6A	MA6, PNMA6, PNMA6C	33803384	2021	False	0.3333	3	Entropy (Basel)	True	Comparative Analysis of Different Univariate Forecasting Methods in Modelling and Predicting the Romanian Unemployment Rate for the Period 2021-2022
Q49AR2	55322	C5orf22	chromosome 5 open reading frame 22		31846293	2020	False	0.5	3	ACS Chem Biol	False	A Proteomic Connectivity Map for Characterizing the Tumor Adaptive Response to Small Molecule Chemical Perturbagens.
Q49AR2	55322	C5orf22	chromosome 5 open reading frame 22		25027330	2014	False	0.3333	3	Hum Mol Genet	False	Whole-exome imputation of sequence variants identified two novel alleles associated with adult body height in African Americans.
Q9P2D6	57579	FAM135A	family with sequence similarity 135 member A	KIAA1411	36943627	2023	True	0.344	21	Mol Biotechnol	True	LncRNA MIR17HG Suppresses Breast Cancer Proliferation and Migration as ceRNA to Target FAM135A by Sponging miR-454-3p
Q9P2D6	57579	FAM135A	family with sequence similarity 135 member A	KIAA1411	38173194	2024	False	0.3333	3	Mol Ecol	False	Genomic basis of melanin-associated phenotypes suggests colour-specific environmental adaptations in tawny owls.
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	32415073	2020	True	0.9617	2	Nat Commun	True	Structural and biochemical characterization of the exopolysaccharide deacetylase Agd3 required for Aspergillus fumigatus biofilm formation
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	35576683	2022	True	0.75	2	Biochem Biophys Res Commun	False	Downregulation of C12orf75 gene inhibits migration and invasion of liver cancer cell via suppressing the Wnt/beta-catenin signaling pathway in vitro.
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	34074799	2021	True	0.7306	37	Aging (Albany NY)	True	Pan-cancer analysis of the prognostic value of C12orf75 based on data mining
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	20457249	2010	True	0.3158	6	J Chem Neuroanat	False	Differential expression patterns of OCC1-related, extracellular matrix proteins in the lateral geniculate nucleus of macaque monkeys.
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	35769731	2022	False	0.5	2	Front Psychol	True	The Influence of Change-Related Organizational and Job Resources on Employee Change Engagement
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	39591016	2024	False	0.4615	3	Nanomaterials (Basel)	True	Non-Adiabatic Excited-State Time-Dependent GW (TDGW) Molecular Dynamics Simulation of Nickel-Atom Aided Photolysis of Methane to Produce a Hydrogen Molecule
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	22935015	2013	False	0.4615	8	J Neuroendocrinol	False	A novel transcript is up-regulated by fasting in the hypothalamus and enhances insulin signalling.
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	25763130	2015	False	0.4286	4	Korean J Urol	True	Penile length, digit length, and anogenital distance according to birth weight in newborn male infants
Q8TAD7	387882	OCC1	chromosome 12 open reading frame 75	AGD3, OCC-1, OCC1	31093977	2019	False	0.3333	2	J Cell Physiol	False	Expression analysis of circulating plasma long noncoding RNAs in colorectal cancer: The relevance of lncRNAs ATB and CCAT1 as potential clinical hallmarks.
Q2M3V2	134548	SOWAHA	sosondowah ankyrin repeat domain family member A	ANKRD43	38400766	2024	True	0.5	2	Carcinogenesis	False	RNA methylation-related genes INHBB and SOWAHA are associated with MSI status in colorectal cancer patients and may serve as prognostic markers for predicting immunotherapy efficacy.
Q8N5M4	283237	TTC9C	tetratricopeptide repeat domain 9C		30053269	2018	False	0.3333	3	Nucleic Acids Res	True	PITDB: a database of translated genomic elements
Q9H6K5	80164	PRR36 {ECO:0000312|HGNC:HGNC:26172}	proline rich 36		33537765	2021	False	1.0	1	Nephrol Dial Transplant	False	Clinical, histopathologic and molecular features of idiopathic and diabetic nodular mesangial sclerosis in humans.
Q8N8A2	91526	ANKRD44	ankyrin repeat domain 44	ARSB, PP6-ARS-B	31380291	2019	True	0.5	2	Front Oncol	True	Erratum: ANKRD44 Gene Silencing: A Putative Role in Trastuzumab Resistance in Her2-Like Breast Cancer
Q8N8A2	91526	ANKRD44	ankyrin repeat domain 44	ARSB, PP6-ARS-B	37543950	2023	False	0.3333	5	RNA Biol	True	Inefficient splicing of long non-coding RNAs is associated with higher transcript complexity in human and mouse
Q9UNZ5	28974	C19orf53	chromosome 19 open reading frame 53	HSPC023, Hero11, L10K, LYDG10	33586084	2022	True	1.0	1	Cell Biol Toxicol	False	Advanced single-cell pooled CRISPR screening identifies C19orf53 required for cell proliferation based on mTORC1 regulators.
Q9UNZ5	28974	C19orf53	chromosome 19 open reading frame 53	HSPC023, Hero11, L10K, LYDG10	39337941	2024	True	1.0	1	Life (Basel)	False	Obesity and Environmental Risk Factors Significantly Modify the Association between Ischemic Stroke and the Hero Chaperone C19orf53.
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	25296581	2014	True	1.0	1	J Hum Genet	False	A canonical splice site mutation in GIPC3 causes sensorineural hearing loss in a large Pakistani family.
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	29605370	2018	True	1.0	1	Int J Pediatr Otorhinolaryngol	False	A novel missense mutation in GIPC3 causes sensorineural hearing loss in an Iranian family revealed by targeted next-generation sequencing.
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	33168789	2020	True	0.7143	3	J Genet	False	Low incidence of GIPC3 variants among the prelingual hearing impaired from southern India.
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	23510777	2013	True	0.7143	3	Gene	False	Homozygosity mapping identifies a novel GIPC3 mutation causing congenital nonsyndromic hearing loss in a Saudi family.
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	34071867	2021	True	0.6429	17	Genes (Basel)	True	Genetic Variant c.245A>G (p.Asn82Ser) in GIPC3 Gene Is a Frequent Cause of Hereditary Nonsyndromic Sensorineural Hearing Loss in Chuvash Population
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	34224745	2022	True	0.6111	5	J Invest Dermatol	False	A PDZ Protein GIPC3 Positively Modulates Hedgehog Signaling and Melanoma Growth.
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	36704659	2023	True	0.3967	18	Front Synaptic Neurosci	True	A review of the mechanisms underlying the role of the GIPC3 gene in hereditary deafness
Q8TF64	126326	GIPC3	GIPC PDZ domain containing family member 3	C19orf64, DFNB15, DFNB72, DFNB95	22363784	2012	False	0.3289	18	PLoS One	True	Challenges in Whole Exome Sequencing: An Example from Hereditary Deafness
Q96M83	79741	CCDC7	coiled-coil domain containing 7	BIOT2, BioT2-A, BioT2-B, BioT2-C, C10orf68	38540995	2024	True	0.71	17	J Pers Med	True	Rare Mutations in CCDC7 Contribute to Early-Onset Preeclampsia by Inhibiting Trophoblast Migration and Invasion
Q96M83	79741	CCDC7	coiled-coil domain containing 7	BIOT2, BioT2-A, BioT2-B, BioT2-C, C10orf68	32669853	2020	True	0.3816	14	Onco Targets Ther	True	CCDC7 Activates Interleukin-6 and Vascular Endothelial Growth Factor to Promote Proliferation via the JAK-STAT3 Pathway in Cervical Cancer Cells
Q96M83	79741	CCDC7	coiled-coil domain containing 7	BIOT2, BioT2-A, BioT2-B, BioT2-C, C10orf68	37325203	2023	True	0.375	4	Onco Targets Ther	True	CCDC7 Activates Interleukin-6 and Vascular Endothelial Growth Factor to Promote Proliferation via the JAK-STAT3 Pathway in Cervical Cancer Cells [Retraction]
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	24700496	2014	True	1.0	1	J Surg Oncol	False	Clinical significance of expression and epigenetic profiling of TUSC1 in gastric cancer.
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	24366000	2014	True	1.0	1	Oncol Rep	False	Identification of intragenic methylation in the TUSC1 gene as a novel prognostic marker of hepatocellular carcinoma.
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	26897357	2017	True	0.9091	2	Cell Mol Neurobiol	False	Tumor Suppressor Candidate 1 Suppresses Cell Growth and Predicts Better Survival in Glioblastoma.
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	23776618	2013	True	0.7574	6	PLoS One	True	 TUSC1, a Putative Tumor Suppressor Gene, Reduces Tumor Cell Growth In Vitro and Tumor Growth In Vivo 
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	28975488	2018	True	0.4615	3	J Assist Reprod Genet	False	Association of TUSC1 and DPF3 gene polymorphisms with male infertility.
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	39044262	2024	True	0.4597	28	Clin Epigenetics	True	DNA methylation-mediated suppression of TUSC1 expression regulates the malignant progression of esophagogastric junction cancer
Q2TAM9	286319	TUSC1	tumor suppressor candidate 1	CCDC89B, TSG-9, TSG9	29621497	2018	False	0.5	2	Toxicol Appl Pharmacol	False	Arsenic-gene interactions and beta-cell function in the Strong Heart Family Study.
B7ZAP0	9910	RABGAP1L	RAB GTPase activating protein 1 like	HHL, TBC1D18	39652086	2024	False	0.8889	2	J Glob Health	True	Leadership, cohesion, and stress in primary care facilities and retention in chronic care in rural northeast South Africa before and during the COVID-19 pandemic: A longitudinal study
B7ZAP0	9910	RABGAP1L	RAB GTPase activating protein 1 like	HHL, TBC1D18	33413480	2021	False	0.75	2	J Transl Med	True	CT radiomics facilitates more accurate diagnosis of COVID-19 pneumonia: compared with CO-RADS
